what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275053175364
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053184942
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053207145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053208739
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053213786
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053214676
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053215567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053215630
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275053215630
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053230473
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053242505
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053243614
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053261567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053262442
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053263301
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053263364
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275053263380
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053270145
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053282583
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053283848
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053284692
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053284770
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275053284770
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053345895
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053363395
