what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227833734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227835250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227835266
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227835344
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227837016
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227837297
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227837297
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227837406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227845703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227850672
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227984938
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275227999484
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275228000875
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275228001781
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275228007266
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275228008234
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275228009047
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275228009703
activated,view,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.views.FormView,1275228012469
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275228013484
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1275228035828
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228037484
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228037875
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228038172
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228038453
