what,kind,bundleId,bundleVersion,description,time
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275055145395
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1275055171489
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055173864
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055179411
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055179426
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055179567
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055179567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055179661
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055184692
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055190130
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055190145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055190208
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055190208
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055190270
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275055192567
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1275055208301
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1275055219989
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1275055227911
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275055231255
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275055231692
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055247036
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055247051
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055247161
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275055252598
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1275055261895
