what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052177630
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052322411
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052331036
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052331051
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052331176
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052344317
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052345723
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052642458
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052652833
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052677723
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1275052690692
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1275052722614
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052766395
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052792848
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1275052794505
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052816567
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052830005
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052832333
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052833442
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052834317
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052834380
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275052834395
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052861067
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052861067
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275052861161
