what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214865313
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214865313
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214865672
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214866813
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214867750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214867766
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214868406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214868797
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214869188
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214870625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214883047
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214884281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214884531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214884656
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275214884688
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275214905391
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275214920563
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275214920781
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1275214940297
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275214952703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275214952875
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275214953000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275214953141
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275214953250
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275214953422
