what,kind,bundleId,bundleVersion,description,time
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053697239
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053699036
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053707520
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053805036
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053806301
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053807973
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053809348
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275053831098
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053870364
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053877958
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053879223
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053880176
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053880255
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275053880270
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275053922239
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053949161
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275053961364
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275054003145
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275054008786
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275054028551
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275054033880
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275054038973
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275054039036
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275054039098
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275054059270
