what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275221124500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222844781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222846391
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222847219
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222848234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222848281
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275222848297
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222995688
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222995688
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275222995797
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223249109
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275223253359
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275223253422
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223332953
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223332953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223333063
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223481078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223484016
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223502813
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223551063
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275223552734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223557547
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275223567094
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1275223567125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.import,1275223567125
