what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214756813
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214772688
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275214775844
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275214776484
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1275214782297
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1275214786078
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214787641
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214787828
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1275214789922
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214791328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214791516
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1275214795750
started,bundle,org.eclipse.jst.server.core,1.1.1.v20080730,org.eclipse.jst.server.core,1275214796359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214796406
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214797953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214805859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214807047
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214807328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214807469
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275214807469
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1275214860875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214862594
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214863813
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214864109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275214865000
