what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228216172
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228216328
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275228216609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228230844
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228232141
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228233047
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228233094
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275228233094
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275228242250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228265203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228266125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228267109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228267172
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275228267188
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228286719
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228295531
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275228298266
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228311891
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228313203
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228314188
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228314219
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275228314234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228319188
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275228321266
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275228324422
