what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057248442
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057249739
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057250614
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057250692
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275057250692
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275057339317
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057381301
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057382880
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057409848
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057410005
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275057410036
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275057566255
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1275057597817
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057599942
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057600926
started,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1275057600958
started,bundle,org.eclipse.mylyn.pde.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.pde.ui,1275057600973
started,bundle,org.eclipse.mylyn.resources.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.resources.ui,1275057601005
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275057601192
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1275057601426
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1275057601426
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1275057601426
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1275057601426
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.205.v200805140145,org.eclipse.jst.server.generic.oc4j,1275057601426
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,org.eclipse.jst.server.websphere.core,1275057601426
