what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1275056091692
activated,view,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.views.FormView,1275056098176
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275056129880
activated,view,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.views.FormView,1275056132051
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275056142567
activated,view,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.views.FormView,1275056145598
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056188051
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056218801
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275056233864
activated,view,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.views.FormView,1275056242489
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056250770
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056251973
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275056252020
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1275056252161
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275056254661
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056259333
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056260567
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056261426
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275056261505
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275056261520
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275056291692
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1275056325176
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275056347973
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275056348130
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1275056348301
