what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227479359
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275227479359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227492656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227492656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227493047
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227494031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227495281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227495281
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227495797
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227496203
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275227497953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227510063
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227511016
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227511984
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227512031
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275227512031
activated,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1275227524078
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275227524203
activated,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1275227527422
activated,editor,com.cloudgarden.jigloo,4.6.1,com.cloudgarden.jigloo.editors.FormEditor,1275227532641
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227535703
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227537250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227538203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1275227538250
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1275227538250
